1000	30.289306640625
5000	154.435791015625
10000	289.270263671875
50000	1307.838134765625
100000	3199.0830078125


1000	155.006103515625
5000	667.004150390625
10000	1264.101806640625
50000	7739.356201171875
100000	21779.701171875


1000	207.852783203125
5000	823.022705078125
10000	1611.610107421875
50000	9255.43798828125
100000	30264.23095703125


1000	274.941162109375
5000	1053.74609375
10000	2142.94921875
50000	11598.89208984375
100000	33652.263916015625


1000	335.6552734375
5000	1448.339111328125
10000	2779.078125
50000	14785.2958984375
100000	41311.117919921875
