labels	
deg	
mas	
deg	
mas	
mas	
mas	
mas/yr	
mas/yr	
mas/yr	
mas/yr	
none	
none	
none	
none	
none	
none	
none	
none	
none	
none	
none	
none	
none	
none	
none	
none	
none	
mas	
none	
none	
mas^-2	
mas^-2	
none	
none	
deg	
deg	
deg	
deg	
none	
none	
none	
none	
none	
e-/s	
e-/s	
mag	
deg	
deg	
deg	
deg	
